point,temps_s,stable,montee_charge,critique,batterie_faible,nominal
4456,8912,5,56,10,14,7
4457,8914,5,54,9,25,6
4458,8916,5,53,7,21,5
4459,8918,4,52,6,18,5
4460,8920,4,51,7,16,4
4461,8922,4,50,6,15,4
4462,8924,4,50,6,13,4
4463,8926,4,49,6,12,4
4464,8928,5,50,8,13,7
4465,8930,4,50,8,11,7
4466,8932,4,50,7,12,7
4467,8934,4,50,7,21,6
4468,8936,4,49,7,19,4
4469,8938,3,49,6,17,3
4470,8940,3,49,16,18,7
4471,8942,3,49,14,16,7
4472,8944,3,49,12,13,8
4473,8946,4,51,13,28,9
4474,8948,4,50,11,24,12
4475,8950,4,50,11,20,10
4476,8952,4,49,9,17,10
4477,8954,4,56,8,14,9
4478,8956,4,54,7,16,7
4479,8958,4,60,5,13,7
4480,8960,3,57,5,12,6
4481,8962,3,55,5,10,8
4482,8964,4,56,7,12,10
4483,8966,4,54,7,11,9
4484,8968,3,53,7,9,8
4485,8970,3,52,7,7,9
4486,8972,3,52,7,13,8
4487,8974,3,51,5,10,8
4488,8976,3,50,4,9,7
4489,8978,3,50,4,9,7
4490,8980,3,50,5,7,7
4491,8982,3,51,21,10,9
4492,8984,4,51,18,10,8
4493,8986,3,51,15,9,20
4494,8988,3,51,13,8,17
4495,8990,3,50,11,7,14
4496,8992,3,49,9,6,13
4497,8994,3,49,9,6,10
4498,8996,3,49,14,6,9
4499,8998,3,49,12,4,8
4500,9000,4,51,13,10,10
4501,9002,4,50,11,10,8
4502,9004,4,51,17,9,8
4503,9006,4,50,14,8,8
4504,9008,4,50,12,7,7
4505,9010,3,50,10,7,8
4506,9012,3,49,7,7,7
4507,9014,3,49,7,6,20
4508,9016,3,49,6,6,17
4509,9018,4,51,9,9,17
4510,9020,4,51,8,9,15
4511,9022,4,58,7,9,13
4512,9024,3,57,7,8,12
4513,9026,3,56,6,7,11
4514,9028,3,54,5,7,18
4515,9030,3,53,5,7,21
4516,9032,2,53,6,7,19
4517,9034,2,52,5,6,16
4518,9036,3,53,7,9,16
4519,9038,3,57,6,8,14
4520,9040,3,56,5,9,19
4521,9042,4,55,5,8,20
4522,9044,4,53,5,6,18
4523,9046,3,52,5,6,16
4524,9048,4,52,5,6,13
4525,9050,3,51,16,6,11
4526,9052,3,51,14,5,10
4527,9054,4,52,16,8,11
4528,9056,4,52,15,7,9
4529,9058,4,51,13,7,8
4530,9060,4,57,21,7,7
4531,9062,4,56,18,7,7
4532,9064,4,54,15,7,6
4533,9066,4,53,12,18,6
4534,9068,4,52,10,16,6
4535,9070,4,51,10,14,8
4536,9072,4,53,12,15,10
4537,9074,4,52,12,14,9
4538,9076,4,51,10,12,7
4539,9078,4,50,9,10,6
4540,9080,3,50,8,8,6
4541,9082,3,50,6,7,6
4542,9084,3,49,10,7,5
4543,9086,3,50,9,7,5
4544,9088,3,50,21,6,6
4545,9090,4,51,20,9,9
4546,9092,4,50,18,9,9
4547,9094,8,50,16,7,9
4548,9096,8,49,14,7,6
4549,9098,7,49,12,6,6
4550,9100,6,49,12,4,5
4551,9102,8,49,11,4,7
4552,9104,7,49,9,4,5
4553,9106,6,49,8,7,4
4554,9108,6,50,11,9,7
4555,9110,5,50,11,7,6
4556,9112,5,50,10,7,6
4557,9114,4,49,9,6,5
4558,9116,4,49,8,6,5
4559,9118,4,56,7,5,6
4560,9120,4,55,7,5,5
4561,9122,8,54,7,5,6
4562,9124,7,53,6,5,5
4563,9126,7,54,9,7,7
4564,9128,6,53,10,7,8
4565,9130,6,54,8,6,7
4566,9132,5,53,15,6,7
4567,9134,4,52,12,5,7
4568,9136,4,52,10,5,6
4569,9138,4,52,9,6,7
4570,9140,4,52,10,5,6
4571,9142,4,52,8,5,6
4572,9144,4,53,10,8,8
4573,9146,4,52,10,6,8
4574,9148,3,52,9,6,8
4575,9150,4,52,9,5,8
4576,9152,3,51,8,6,7
4577,9154,3,52,8,6,7
4578,9156,3,51,8,5,7
4579,9158,3,50,8,12,7
4580,9160,3,51,7,11,7
4581,9162,4,52,10,12,9
4582,9164,4,52,7,11,16
4583,9166,3,52,8,10,13
4584,9168,5,51,7,9,11
4585,9170,6,51,7,9,9
4586,9172,5,51,6,7,10
4587,9174,5,51,9,9,10
4588,9176,4,51,7,7,8
4589,9178,4,50,8,7,7
4590,9180,5,55,10,9,10
4591,9182,5,54,9,8,14
4592,9184,5,54,7,21,12
4593,9186,5,54,8,18,11
4594,9188,4,52,8,15,10
4595,9190,4,53,8,13,21
4596,9192,4,52,8,11,19
4597,9194,3,50,18,9,16
4598,9196,3,50,15,19,14
4599,9198,4,52,17,19,14
4600,9200,4,51,14,16,12
4601,9202,3,52,12,14,22
4602,9204,4,51,10,13,19
4603,9206,4,51,9,10,17
4604,9208,4,50,8,9,15
4605,9210,3,50,7,8,13
4606,9212,5,50,6,8,12
4607,9214,5,50,6,8,19
4608,9216,6,51,9,10,19
4609,9218,5,51,9,9,17
4610,9220,5,51,9,20,15
4611,9222,4,51,8,17,14
4612,9224,4,52,7,15,12
4613,9226,4,53,6,13,11
4614,9228,4,52,6,11,10
4615,9230,4,52,5,10,8
4616,9232,4,50,5,9,7
4617,9234,4,52,7,11,10
4618,9236,5,52,6,9,10
4619,9238,4,51,7,8,10
4620,9240,4,51,6,9,9
4621,9242,4,51,6,8,9
4622,9244,4,50,5,9,8
4623,9246,4,50,5,8,6
4624,9248,4,51,5,9,8
4625,9250,4,50,5,9,7
4626,9252,5,54,8,11,9
4627,9254,4,53,20,10,9
4628,9256,4,61,18,8,8
4629,9258,4,59,16,9,8
4630,9260,4,57,14,8,8
4631,9262,3,58,11,7,12
4632,9264,3,56,10,8,10
4633,9266,3,55,9,8,10
4634,9268,3,54,8,7,8
4635,9270,4,54,10,22,10
4636,9272,4,53,9,19,8
4637,9274,4,53,8,15,8
4638,9276,7,53,8,12,7
4639,9278,6,52,8,11,6
4640,9280,5,52,8,11,6
4641,9282,5,52,7,10,6
4642,9284,5,51,18,16,6
4643,9286,4,55,16,15,7
4644,9288,5,57,17,20,9
4645,9290,4,55,14,17,9
4646,9292,4,55,12,15,8
4647,9294,4,60,11,13,8
4648,9296,4,58,10,11,20
4649,9298,4,56,8,10,17
4650,9300,4,55,8,9,14
4651,9302,4,54,8,8,12
4652,9304,4,53,7,8,11
4653,9306,5,54,10,9,16
4654,9308,6,57,10,22,13
4655,9310,5,55,8,17,11
4656,9312,8,62,8,28,9
4657,9314,7,60,7,27,8
4658,9316,7,58,7,23,8
4659,9318,6,56,7,19,7
4660,9320,5,56,7,16,19
4661,9322,5,54,6,13,17
4662,9324,5,55,9,12,18
4663,9326,5,54,8,11,15
4664,9328,4,53,8,9,13
4665,9330,4,52,7,8,12
4666,9332,4,51,5,7,9
4667,9334,3,51,5,7,9
4668,9336,5,59,6,7,8
4669,9338,5,57,5,7,6
4670,9340,5,56,6,8,6
4671,9342,6,56,9,10,13
4672,9344,5,57,8,10,12
4673,9346,5,59,7,8,11
4674,9348,4,58,7,7,10
4675,9350,4,56,7,7,9
4676,9352,4,55,7,6,8
4677,9354,3,55,19,6,8
4678,9356,4,54,31,6,8
4679,9358,4,52,25,9,6
4680,9360,4,53,25,11,9
4681,9362,4,52,21,9,8
4682,9364,3,52,18,13,7
4683,9366,3,51,18,18,9
4684,9368,3,51,16,16,8
4685,9370,8,51,14,14,6
4686,9372,7,52,13,13,6
4687,9374,5,51,12,11,5
4688,9376,5,51,10,13,6
4689,9378,7,52,12,14,14
4690,9380,6,57,10,12,12
4691,9382,5,56,10,10,10
4692,9384,5,55,9,9,11
4693,9386,5,54,8,8,10
4694,9388,5,53,8,7,10
4695,9390,4,53,8,7,9
4696,9392,6,52,10,6,9
4697,9394,5,51,9,6,7
4698,9396,6,53,10,8,8
4699,9398,5,53,9,7,10
4700,9400,5,52,8,9,8
4701,9402,4,52,8,9,7
4702,9404,4,51,8,8,7
4703,9406,4,51,8,15,7
4704,9408,4,52,8,13,6
4705,9410,4,51,8,12,6
4706,9412,3,52,7,11,7
4707,9414,5,53,9,12,9
4708,9416,4,52,9,12,9
4709,9418,4,52,8,11,7
4710,9420,5,52,7,10,7
4711,9422,5,51,6,9,6
4712,9424,4,51,6,8,6
4713,9426,4,50,5,7,9
4714,9428,4,52,5,6,8
4715,9430,4,52,7,6,6
4716,9432,4,54,9,9,9
4717,9434,4,53,9,12,8
4718,9436,4,52,8,11,7
4719,9438,4,52,19,15,5
4720,9440,4,51,17,14,6
4721,9442,3,51,14,13,6
4722,9444,3,51,12,11,6
4723,9446,3,50,10,9,6
4724,9448,3,50,9,8,4
4725,9450,4,54,13,10,7
4726,9452,4,54,11,9,6
4727,9454,4,54,9,9,6
4728,9456,4,53,8,7,6
4729,9458,4,53,6,7,6
4730,9460,4,56,5,7,5
4731,9462,4,55,5,6,5
4732,9464,3,54,6,6,3
4733,9466,3,54,6,6,3
4734,9468,4,55,9,9,7
4735,9470,4,54,8,9,6
4736,9472,9,53,7,8,6
4737,9474,8,53,13,6,7
4738,9476,7,53,12,6,6
4739,9478,6,53,10,18,6
4740,9480,5,52,8,16,7
4741,9482,5,52,8,14,7
4742,9484,5,52,8,12,6
4743,9486,6,54,10,13,8
4744,9488,6,55,10,10,7
4745,9490,5,55,9,11,7
4746,9492,5,54,9,9,6
4747,9494,5,53,8,7,16
4748,9496,6,52,7,7,14
4749,9498,6,52,8,7,12
4750,9500,5,52,7,7,11
4751,9502,5,52,7,7,10
4752,9504,5,54,9,9,12
4753,9506,5,53,8,21,10
4754,9508,4,53,9,19,18
4755,9510,4,52,9,16,15
4756,9512,4,52,8,13,23
4757,9514,4,51,6,12,21
4758,9516,4,51,4,11,18
4759,9518,3,52,4,9,14
4760,9520,3,52,3,8,12
4761,9522,4,54,7,11,14
4762,9524,4,53,7,10,13
4763,9526,4,52,7,9,11
4764,9528,4,52,7,8,9
4765,9530,4,52,21,8,8
4766,9532,3,52,17,16,7
4767,9534,4,53,13,14,7
4768,9536,4,52,12,13,7
4769,9538,4,52,9,15,7
4770,9540,5,56,12,15,9
4771,9542,4,54,10,12,10
4772,9544,5,54,9,10,9
4773,9546,4,54,8,9,8
4774,9548,4,53,8,13,7
4775,9550,4,53,8,12,6
4776,9552,4,53,13,12,6
4777,9554,3,53,11,11,7
4778,9556,3,53,9,10,5
4779,9558,4,59,11,12,8
4780,9560,6,58,10,12,7
4781,9562,5,56,8,11,7
4782,9564,5,56,7,10,5
4783,9566,5,55,7,16,6
4784,9568,5,54,6,13,6
4785,9570,5,53,6,12,18
4786,9572,4,53,5,10,15
4787,9574,3,53,5,10,12
4788,9576,4,54,9,12,15
4789,9578,4,54,6,11,12
4790,9580,3,53,6,10,11
4791,9582,3,56,5,9,9
4792,9584,4,56,4,9,7
4793,9586,3,54,4,9,7
4794,9588,3,54,9,8,6
4795,9590,3,54,7,7,5
4796,9592,3,53,7,6,4
4797,9594,4,55,9,8,7
4798,9596,4,54,8,8,7
4799,9598,4,53,8,7,6
4800,9600,3,53,7,6,5
4801,9602,3,53,7,7,5
4802,9604,5,53,6,12,11
4803,9606,4,54,6,10,10
4804,9608,4,53,7,9,16
4805,9610,3,53,7,8,12
4806,9612,6,54,10,10,14
4807,9614,5,54,9,10,13
4808,9616,5,54,8,17,12
4809,9618,4,54,8,16,10
4810,9620,4,54,7,14,11
4811,9622,4,53,11,12,10
4812,9624,4,52,10,10,8
4813,9626,3,52,8,9,7
4814,9628,3,52,9,8,6
4815,9630,4,53,12,11,9
4816,9632,4,54,10,10,7
4817,9634,3,53,9,9,13
4818,9636,3,52,9,8,16
4819,9638,3,52,8,8,13
4820,9640,3,52,9,8,12
4821,9642,3,53,8,8,12
4822,9644,3,53,7,6,10
4823,9646,3,53,7,5,9
4824,9648,4,55,9,8,11
4825,9650,3,55,12,8,10
4826,9652,4,54,11,8,10
4827,9654,5,54,8,7,9
4828,9656,4,53,7,6,9
4829,9658,4,53,7,7,8
4830,9660,6,53,6,6,7
4831,9662,5,52,6,5,6
4832,9664,5,52,6,5,6
4833,9666,7,54,9,8,10
4834,9668,6,56,8,7,9
4835,9670,6,55,7,7,8
4836,9672,5,54,7,6,8
4837,9674,5,54,7,5,8
4838,9676,4,54,6,5,14
4839,9678,4,54,6,16,13
4840,9680,4,54,5,28,10
4841,9682,4,54,9,23,9
4842,9684,4,56,10,23,12
4843,9686,4,63,10,25,11
4844,9688,4,61,9,32,11
4845,9690,4,59,9,27,9
4846,9692,4,58,7,23,8
4847,9694,3,57,7,20,7
4848,9696,3,56,6,17,7
4849,9698,3,55,6,15,7
4850,9700,3,55,7,25,6
4851,9702,6,56,9,24,14
4852,9704,10,63,9,22,11
4853,9706,9,61,7,18,11
4854,9708,7,59,7,15,10
4855,9710,7,58,7,13,9
4856,9712,6,56,7,12,9
4857,9714,5,56,7,10,9
4858,9716,4,55,6,9,9
4859,9718,4,54,7,8,8
4860,9720,5,57,9,11,10
4861,9722,5,57,9,10,8
4862,9724,4,55,9,8,7
4863,9726,4,55,21,13,6
4864,9728,4,54,18,11,12
4865,9730,3,55,16,11,11
4866,9732,3,55,13,10,11
4867,9734,3,54,11,9,9
4868,9736,3,54,10,9,9
4869,9738,4,55,12,9,11
4870,9740,4,62,12,7,10
4871,9742,4,61,11,8,10
4872,9744,4,60,10,15,22
4873,9746,4,59,9,13,18
4874,9748,8,57,8,11,16
4875,9750,7,56,7,10,14
4876,9752,6,56,7,10,12
4877,9754,5,55,6,8,10
4878,9756,6,57,12,10,12
4879,9758,5,56,10,9,9
4880,9760,5,55,9,7,8
4881,9762,5,54,8,7,7
4882,9764,5,54,7,7,7
4883,9766,4,53,8,5,7
4884,9768,4,54,8,6,8
4885,9770,4,55,6,7,7
4886,9772,3,54,6,7,6
4887,9774,4,56,8,9,9
4888,9776,4,55,8,8,8
4889,9778,4,55,7,8,9
4890,9780,4,54,7,6,9
4891,9782,4,54,6,5,8
4892,9784,4,54,4,6,6
4893,9786,4,53,4,4,7
4894,9788,4,62,4,4,6
4895,9790,4,60,4,4,6
4896,9792,5,60,7,8,9
4897,9794,5,58,7,8,7
4898,9796,5,57,6,7,8
4899,9798,5,57,5,6,7
4900,9800,5,55,4,6,7
4901,9802,4,55,4,5,6
4902,9804,8,54,3,4,5
4903,9806,7,61,4,4,4
4904,9808,6,60,4,4,4
4905,9810,6,60,7,7,6
4906,9812,10,58,6,7,5
4907,9814,8,57,6,9,5
4908,9816,7,56,5,8,4
4909,9818,6,55,5,7,5
4910,9820,10,55,5,6,8
4911,9822,9,54,5,5,8
4912,9824,8,54,5,6,8
4913,9826,10,54,6,7,6
4914,9828,9,55,7,11,8
4915,9830,8,54,7,9,8
4916,9832,7,54,9,9,7
4917,9834,6,54,8,8,8
4918,9836,7,54,8,8,6
4919,9838,5,54,7,6,7
4920,9840,5,53,6,6,7
4921,9842,5,53,7,5,6
4922,9844,8,53,6,4,6
4923,9846,8,55,22,6,8
4924,9848,7,54,19,6,7
4925,9850,6,54,19,7,7
4926,9852,6,53,18,7,6
4927,9854,5,53,16,5,7
4928,9856,5,54,14,6,6
4929,9858,5,54,12,6,6
4930,9860,4,57,10,15,5
4931,9862,3,56,10,12,5
4932,9864,4,57,12,13,9
4933,9866,5,57,12,11,7
4934,9868,4,57,10,10,7
4935,9870,4,56,9,8,7
4936,9872,4,56,8,11,5
4937,9874,6,55,8,10,6
4938,9876,6,54,7,10,6
4939,9878,6,54,6,9,6
4940,9880,6,53,11,8,5
4941,9882,6,55,13,10,8
4942,9884,6,55,17,8,8
4943,9886,5,54,14,7,7
4944,9888,5,54,12,13,6
4945,9890,4,59,11,11,6
4946,9892,5,58,10,11,5
4947,9894,5,56,10,11,5
4948,9896,4,56,9,9,4
4949,9898,4,56,13,8,4
4950,9900,5,57,14,11,7
4951,9902,4,56,12,10,6
4952,9904,4,55,11,9,20
4953,9906,4,55,10,8,16
4954,9908,3,54,9,7,14
4955,9910,3,54,8,5,12
4956,9912,3,57,7,5,10
4957,9914,3,56,7,5,11
4958,9916,3,55,6,5,10
4959,9918,4,56,8,9,12
4960,9920,4,55,7,8,12
4961,9922,4,55,6,7,11
4962,9924,4,55,6,6,9
4963,9926,5,60,8,6,8
4964,9928,8,58,8,8,7
4965,9930,7,58,7,8,21
4966,9932,6,57,6,6,18
4967,9934,5,57,5,6,15
4968,9936,9,58,8,9,17
4969,9938,8,57,7,7,14
4970,9940,7,56,6,7,12
4971,9942,6,57,6,6,13
4972,9944,6,56,7,6,11
4973,9946,5,55,7,6,10
4974,9948,4,55,6,6,9
4975,9950,4,54,5,8,8
4976,9952,4,56,5,8,19
4977,9954,6,57,18,11,31
4978,9956,5,56,15,9,26
4979,9958,5,58,14,12,23
4980,9960,5,57,11,11,19
4981,9962,5,57,10,11,17
4982,9964,4,64,9,10,22
4983,9966,4,62,8,9,19
4984,9968,4,61,7,8,17
4985,9970,3,59,6,7,16
4986,9972,7,59,9,9,17
4987,9974,6,60,7,9,20
4988,9976,5,59,7,9,17
4989,9978,5,62,7,7,15
4990,9980,5,60,6,7,14
4991,9982,4,59,6,5,11
4992,9984,5,58,9,5,11
4993,9986,4,58,9,4,10
4994,9988,4,57,9,3,9
4995,9990,5,58,11,6,10
4996,9992,4,57,9,7,9
4997,9994,4,57,8,6,8
4998,9996,4,56,7,6,7
4999,9998,3,56,7,6,6
5000,10000,3,55,7,6,8
5001,10002,3,58,6,5,9
5002,10004,3,57,6,4,21
5003,10006,3,65,6,4,19
5004,10008,4,64,10,7,20
5005,10010,3,62,9,6,17
5006,10012,3,61,8,7,14
5007,10014,3,60,8,6,15
5008,10016,4,59,7,6,14
5009,10018,3,58,7,5,11
5010,10020,3,56,8,4,10
5011,10022,3,56,7,4,10
5012,10024,3,56,7,6,8
5013,10026,4,57,9,9,13
5014,10028,4,56,8,7,11
5015,10030,4,56,7,7,10
5016,10032,4,55,21,6,9
5017,10034,3,55,18,6,8
5018,10036,4,55,15,6,8
5019,10038,3,55,14,5,7
5020,10040,3,56,12,5,6
5021,10042,3,55,10,6,5
5022,10044,4,56,10,8,11
5023,10046,4,55,23,8,11
5024,10048,4,55,19,18,10
5025,10050,4,60,17,15,8
5026,10052,3,59,15,12,7
5027,10054,3,59,25,12,7
5028,10056,3,58,21,11,19
5029,10058,6,57,18,10,17
5030,10060,5,56,15,10,15
5031,10062,6,57,17,12,15
5032,10064,5,56,15,10,13
5033,10066,5,56,12,9,12
5034,10068,5,56,11,7,11
5035,10070,8,56,10,7,10
5036,10072,7,56,10,6,10
5037,10074,6,56,8,5,9
5038,10076,6,55,8,5,8
5039,10078,6,55,7,5,6
5040,10080,6,57,10,7,8
5041,10082,5,56,10,8,7
5042,10084,5,56,9,7,6
5043,10086,5,54,9,7,6
5044,10088,5,56,7,7,6
5045,10090,4,56,8,7,18
5046,10092,4,55,6,7,15
5047,10094,4,55,8,7,13
5048,10096,4,55,8,6,11
5049,10098,5,56,9,10,12
5050,10100,5,56,8,8,16
5051,10102,4,56,8,7,12
5052,10104,7,55,6,7,12
5053,10106,6,58,4,7,13
5054,10108,5,57,5,7,11
5055,10110,5,57,5,6,10
5056,10112,5,57,5,6,20
5057,10114,4,57,5,5,17
5058,10116,5,58,8,9,21
5059,10118,5,58,7,8,17
5060,10120,5,58,7,7,14
5061,10122,4,57,6,6,13
5062,10124,4,57,8,6,12
5063,10126,4,56,8,5,10
5064,10128,4,56,8,6,10
5065,10130,3,56,8,5,8
5066,10132,3,56,8,6,8
5067,10134,4,57,9,8,11
5068,10136,4,57,9,8,10
5069,10138,3,56,9,6,8
5070,10140,4,56,7,6,8
5071,10142,4,58,7,5,7
5072,10144,4,65,7,5,7
5073,10146,4,63,6,5,5
5074,10148,3,61,15,5,5
5075,10150,3,60,13,5,4
5076,10152,4,61,14,8,7
5077,10154,3,59,24,8,8
5078,10156,3,60,19,8,16
5079,10158,2,59,16,7,13
5080,10160,3,59,13,5,12
5081,10162,3,58,17,5,11
5082,10164,2,57,14,4,11
5083,10166,2,56,12,4,10
5084,10168,3,55,10,4,13
5085,10170,4,57,11,7,14
5086,10172,4,57,10,13,13
5087,10174,4,58,8,12,15
5088,10176,4,58,8,10,13
5089,10178,3,58,7,8,11
5090,10180,3,57,13,7,10
5091,10182,3,56,11,7,8
5092,10184,3,56,10,6,7
5093,10186,3,56,9,7,7
5094,10188,4,57,11,10,9
5095,10190,4,57,8,9,8
5096,10192,5,57,8,8,8
5097,10194,4,57,8,11,7
5098,10196,4,56,8,10,7
5099,10198,4,55,7,9,7
5100,10200,3,55,6,9,7
5101,10202,3,55,6,9,7
5102,10204,3,54,4,10,7
5103,10206,4,56,6,11,9
5104,10208,4,63,5,10,9
5105,10210,3,62,5,9,8
5106,10212,3,61,4,8,7
5107,10214,3,60,5,8,6
5108,10216,3,60,5,8,6
5109,10218,3,59,5,8,7
5110,10220,3,58,5,6,7
5111,10222,3,58,5,5,6
5112,10224,4,59,7,9,9
5113,10226,4,58,7,8,8
5114,10228,4,58,6,8,6
5115,10230,4,65,5,7,7
5116,10232,4,62,6,7,6
5117,10234,4,62,6,7,6
5118,10236,4,60,5,7,6
5119,10238,3,58,5,15,6
5120,10240,7,58,5,12,5
5121,10242,7,59,7,14,7
5122,10244,6,58,6,12,6
5123,10246,5,58,6,13,5
5124,10248,5,57,6,11,5
5125,10250,4,56,6,11,5
5126,10252,4,56,10,9,5
5127,10254,4,58,13,8,13
5128,10256,4,58,11,7,13
5129,10258,4,57,9,19,11
5130,10260,5,59,12,20,12
5131,10262,5,58,22,18,10
5132,10264,4,57,20,14,11
5133,10266,4,55,17,12,9
5134,10268,4,56,15,11,8
5135,10270,3,56,14,10,7
5136,10272,3,56,15,9,7
5137,10274,3,56,13,9,6
5138,10276,3,55,11,7,7
5139,10278,4,57,13,9,11
5140,10280,4,58,12,8,10
5141,10282,4,58,12,8,8
5142,10284,3,57,9,21,8
5143,10286,3,56,9,17,7
5144,10288,3,56,8,15,6
5145,10290,6,56,7,14,5
5146,10292,6,56,6,12,5
5147,10294,5,56,7,10,5
5148,10296,6,58,9,12,9
5149,10298,5,57,9,10,7
5150,10300,5,57,9,9,6
5151,10302,5,56,9,10,7
5152,10304,4,56,9,9,6
5153,10306,4,56,8,9,6
5154,10308,4,56,8,8,5
5155,10310,6,56,7,8,6
5156,10312,5,57,7,7,6
5157,10314,6,58,8,9,9
5158,10316,5,57,16,8,8
5159,10318,5,57,13,7,7
5160,10320,4,57,12,7,7
5161,10322,4,56,11,7,6
5162,10324,3,56,10,6,6
5163,10326,4,56,10,11,5
5164,10328,3,56,9,9,7
5165,10330,8,56,8,8,7
5166,10332,8,58,10,11,9
5167,10334,7,57,9,10,8
5168,10336,6,57,11,10,7
5169,10338,5,57,11,9,8
5170,10340,5,60,10,7,11
5171,10342,5,59,9,7,10
5172,10344,4,58,8,6,8
5173,10346,4,59,7,7,8
5174,10348,3,59,7,10,19
5175,10350,4,60,9,12,20
5176,10352,4,59,9,12,16
5177,10354,3,58,8,9,21
5178,10356,3,58,7,8,18
5179,10358,3,57,6,9,16
5180,10360,3,56,5,7,14
5181,10362,3,55,4,7,13
5182,10364,3,55,5,6,12
5183,10366,3,55,4,7,9
5184,10368,4,57,7,10,11
5185,10370,4,56,8,10,13
5186,10372,4,57,8,10,12
5187,10374,3,56,7,9,10
5188,10376,3,56,9,8,10
5189,10378,3,56,8,7,9
5190,10380,3,56,9,7,8
5191,10382,3,55,8,7,7
5192,10384,3,55,7,7,8
5193,10386,4,57,9,9,10
5194,10388,4,57,9,8,8
5195,10390,4,56,8,7,20
5196,10392,4,56,8,7,17
5197,10394,3,56,8,7,14
5198,10396,4,56,7,6,17
5199,10398,3,56,7,6,20
5200,10400,3,56,6,5,18
5201,10402,3,56,6,6,15
5202,10404,4,58,9,10,16
5203,10406,4,59,8,8,14
5204,10408,4,58,7,7,12
5205,10410,3,57,6,6,10
5206,10412,4,59,6,6,9
5207,10414,3,63,6,7,8
5208,10416,3,69,6,5,7
5209,10418,3,67,6,5,7
5210,10420,2,64,5,4,7
5211,10422,4,64,18,7,10
5212,10424,4,62,29,7,10
5213,10426,4,61,25,7,9
5214,10428,4,60,21,5,8
5215,10430,7,59,18,6,7
5216,10432,6,58,15,6,19
5217,10434,6,57,14,6,16
5218,10436,5,57,13,6,13
5219,10438,5,57,11,6,12
5220,10440,5,58,13,17,13
5221,10442,5,58,14,15,13
5222,10444,7,58,12,13,11
5223,10446,6,58,11,12,10
5224,10448,6,58,9,11,9
5225,10450,5,57,8,9,8
5226,10452,5,57,7,7,6
5227,10454,6,57,7,7,7
5228,10456,6,58,17,6,6
5229,10458,7,60,18,10,8
5230,10460,6,59,14,10,8
5231,10462,5,59,13,9,7
5232,10464,5,59,11,8,7
5233,10466,4,58,8,8,6
5234,10468,5,58,8,7,6
5235,10470,8,57,7,6,6
5236,10472,7,57,6,5,7
5237,10474,6,57,5,6,6
5238,10476,6,58,7,8,10
5239,10478,5,57,7,11,10
5240,10480,8,57,6,10,10
5241,10482,7,57,6,22,14
5242,10484,7,57,5,19,12
5243,10486,6,57,16,16,11
5244,10488,5,57,14,14,17
5245,10490,4,57,13,12,14
5246,10492,6,57,10,10,11
5247,10494,8,58,12,12,14
5248,10496,7,58,11,10,12
5249,10498,6,58,19,10,10
5250,10500,5,57,16,9,10
5251,10502,5,57,13,8,7
5252,10504,4,57,12,9,6
5253,10506,3,57,9,9,6
5254,10508,5,57,15,6,6
5255,10510,5,57,13,6,5
5256,10512,5,58,14,8,9
5257,10514,5,58,13,8,12
5258,10516,4,57,11,8,11
5259,10518,4,57,10,8,10
5260,10520,4,57,8,15,9
5261,10522,4,57,8,12,9
5262,10524,5,56,8,11,7
5263,10526,4,56,7,8,6
5264,10528,4,56,7,7,6
5265,10530,9,62,8,9,9
5266,10532,10,61,8,17,8
5267,10534,9,61,8,15,7
5268,10536,8,60,6,14,10
5269,10538,10,60,16,13,9
5270,10540,9,59,13,11,8
5271,10542,8,58,11,9,7
5272,10544,7,58,10,14,6
5273,10546,6,58,8,12,7
5274,10548,6,60,11,13,10
5275,10550,6,61,10,11,9
5276,10552,5,60,10,10,8
5277,10554,5,60,19,9,7
5278,10556,4,60,18,9,6
5279,10558,4,59,15,8,5
5280,10560,4,58,13,7,6
5281,10562,3,57,12,19,5
5282,10564,3,57,13,16,5
5283,10566,4,58,14,17,8
5284,10568,4,58,13,14,8
5285,10570,4,57,11,13,6
5286,10572,4,57,10,10,6
5287,10574,4,58,11,9,7
5288,10576,3,57,9,9,6
5289,10578,3,57,15,9,6
5290,10580,3,57,13,8,6
5291,10582,3,57,17,8,4
5292,10584,4,59,17,9,8
5293,10586,8,59,15,10,7
5294,10588,8,58,13,8,6
5295,10590,7,59,12,7,5
5296,10592,6,58,10,7,4
5297,10594,5,57,9,6,4
5298,10596,5,57,12,5,4
5299,10598,5,57,10,5,3
5300,10600,4,58,10,5,4
5301,10602,5,59,12,7,7
5302,10604,4,58,13,7,7
5303,10606,4,62,10,7,7
5304,10608,4,62,9,7,7
5305,10610,4,61,8,6,7
5306,10612,7,60,8,6,8
5307,10614,7,60,7,6,7
5308,10616,6,59,6,6,6
5309,10618,5,59,6,6,8
5310,10620,6,61,8,13,10
5311,10622,5,60,8,12,9
5312,10624,4,59,14,11,7
5313,10626,4,58,13,9,19
5314,10628,4,59,11,7,16
5315,10630,4,58,10,8,14
5316,10632,3,61,9,7,12
5317,10634,3,60,8,8,11
5318,10636,5,59,7,6,9
5319,10638,6,60,9,7,11
5320,10640,5,60,9,8,18
5321,10642,5,59,8,7,15
5322,10644,4,59,8,6,13
5323,10646,4,58,7,6,12
5324,10648,3,58,8,6,11
5325,10650,8,58,7,6,9
5326,10652,7,58,7,18,13
5327,10654,6,58,7,16,11
5328,10656,7,59,10,16,11
